Event	ID	Name			Wwise Object Path	Notes
	64054188	Hero_Combat			\Default Work Unit\Hero_Combat	
	671786679	Geoff_Voice			\Voice Clips\Geoff_Voice	
	1181445569	Nilbog_Voice			\Voice Clips\Nilbog_Voice	
	1585661381	BackGround_Music			\Default Work Unit\BackGround_Music	
	1636882115	Gabbin_Voice			\Voice Clips\Gabbin_Voice	
	2067637633	Jeff_Voice			\Voice Clips\Jeff_Voice	
	2102311253	Goblenn_Voice			\Voice Clips\Goblenn_Voice	
	2698747613	Button_Press			\Default Work Unit\Button_Press	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	699859022	nnnnnnnnnnnnnnnoeh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nnnnnnnnnnnnnnnoeh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\nnnnnnnnnnnnnnnoeh		173328
	704055876	SCORE ENTRANCE	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\SCORE ENTRANCE_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Background Music\Main Theme INTRO\SCORE ENTRANCE		781404
	760017874	eneh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\eneh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\eneh		69844
	783707622	nyoh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nyoh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\nyoh		98436
	844346717	nyoooh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nyoooh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\nyoooh		77288
	860957945	Intro_Clips	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Intro_Clips_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Intro_Clips\Intro_Clips		930936
	890556887	nawh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nawh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\nawh		69668
	908293922	nyheh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nyheh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\nyheh		95836
	930739875	BUTTON_Spring_Press_mono	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\BUTTON_Spring_Press_mono_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Button_Click\BUTTON_Spring_Press_mono		49396
	931185461	neheheh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\neheheh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\neheheh		96620
	992144050	gargle	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\gargle_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\gargle		173808
	1024632925	meh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\meh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\meh		57468
	1036189582	BUTTON_Click_Compressor_stereo	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\BUTTON_Click_Compressor_stereo_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Button_Click\BUTTON_Click_Compressor_stereo		62564
	1072483486	nyeh	C:\Users\racstadt\Documents\Dungeonomics\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nyeh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nick_Sounds\nick\nyeh		88880

